Id,Plant,Rework Station,Rework Activity,Defect Location,Defect Type,Pseudo Defect,Week,Rework Duration
83158,Sindelfingen,A0100,Polished,Glove compartment inner,Screw loose,1,4,90.0
83159,Ingolstadt,S9845,Polished,Seat back left,Dirt,0,10,45.0
83160,Sindelfingen,A0087,Checked OK,Glove compartment inner,Scratch,0,2,2.0
83161,Ingolstadt,A0003,Checked OK,Seat back left,Cable missing,0,13,15.0
83162,Ingolstadt,A0003,Grinded,Roof liner right,Elektriks defect,1,1,30.0
83163,Sindelfingen,S9845,Polished,Windscreen,Scratch,0,7,3.0
83164,Sindelfingen,A0021,Checked OK,Drivers seat,Paint drops,0,11,1.0
83165,Munich,A0087,Polished,Seat back left,Dent,0,14,1.0
83166,Munich,A0021,Cleaned,Digital dashboard left,Scratch,0,9,5.0
83167,Sindelfingen,A0003,Polished,Seat back left,Part missing,0,1,1.0
83168,Munich,A0100,Cleaned,Trunk inner upper,Clip loose,0,13,1.0
83169,Sindelfingen,A0100,Grinded,Nothing specified,Part missing,0,1,30.0
83170,Munich,A0008,Dent repaired,Glove compartment inner,Polishing error,0,12,1.0
83171,Ingolstadt,S3513,Polished,Seat back left,Polishing error,0,3,30.0
83172,Sindelfingen,S4213,Grinded,Drivers seat,Clip loose,0,2,1.0
83173,Munich,A0089,Part replaced,Nothing specified,Elektriks defect,0,3,1.0
83174,Ingolstadt,M8439,Polished,Drivers seat,Polishing error,0,14,1.0
83175,Ingolstadt,M8439,Part replaced,Glove compartment inner,Clip loose,0,5,90.0
83176,Sindelfingen,A0100,Grinded,Tailgate front,Screw loose,0,14,2.0
83177,Munich,S9845,Part replaced,Trunk inner upper,Paint drops,0,12,30.0
83178,Ingolstadt,A0087,Part replaced,Drivers seat,Clip loose,0,4,3.0
83179,Sindelfingen,A0021,Checked OK,Seat back left,Part missing,0,10,120.0
83180,Ingolstadt,S3513,Cleaned,Windscreen,Paint drops,0,7,10.0
83181,Ingolstadt,A0003,Checked OK,Drivers seat,Part missing,0,7,10.0
83182,Ingolstadt,A0089,Cleaned,Seat back left,Label missing,0,14,10.0
83183,Munich,SP8471,Part replaced,Roof liner right,Elektriks defect,0,9,2.0
83184,Munich,M7120,Part replaced,Front door right,Part sticks out,0,7,120.0
83185,Munich,S5123,Polished,Digital dashboard left,Clip loose,0,12,30.0
83186,Munich,S3513,Polished,Tailgate front,Polishing error,0,9,30.0
83187,Sindelfingen,A0021,Polished,Seat back left,Clip loose,0,2,1.0
83188,Sindelfingen,S5123,Grinded,Trunk inner left,Paint drops,1,2,1.0
83189,Munich,SP8471,Polished,Front door right,Clip loose,0,9,10.0
83190,Munich,S5123,Polished,Drivers seat,Polishing error,0,3,60.0
83191,Munich,A0021,Part replaced,Drivers seat,Part missing,1,13,15.0
83192,Sindelfingen,A0087,Polished,Nothing specified,Part sticks out,0,7,105.0
83193,Sindelfingen,S4213,Polished,Seat back left,Scratch,0,11,1.0
83194,Munich,A0021,Polished,Glove compartment inner,Screw loose,1,1,120.0
83195,Ingolstadt,A0008,Polished,Glove compartment inner,Clip loose,0,4,30.0
83196,Ingolstadt,A0087,Polished,Trunk inner upper,Polishing error,0,4,2.0
83197,Munich,S9842,Checked OK,Trunk inner upper,Screw loose,0,8,1.0
83198,Sindelfingen,A0021,Cleaned,Roof liner right,Part missing,0,9,150.0
83199,Ingolstadt,A0008,Polished,Digital dashboard left,Clip loose,0,12,1.0
83200,Ingolstadt,A0021,Part replaced,Windscreen,Dirt,0,14,40.0
83201,Munich,SP8471,Polished,Drivers seat,Paint drops,0,4,10.0
83202,Ingolstadt,A0100,Grinded,Digital dashboard middle,Scratch,0,10,1.0
83203,Sindelfingen,SP8471,Polished,Nothing specified,Screw loose,0,6,40.0
83204,Ingolstadt,A0100,Part replaced,Trunk inner upper,Clip loose,0,5,10.0
83205,Sindelfingen,S9845,Part replaced,Trunk inner upper,Dent,0,2,90.0
83206,Sindelfingen,SP8471,Polished,Windscreen,Scratch,0,8,90.0
83207,Munich,M7519,Part replaced,Glove compartment inner,Cable missing,0,7,1.0
83208,Munich,A0021,Part replaced,Roof liner right,Polishing error,1,12,1.0
83209,Ingolstadt,A0021,Dent repaired,Tailgate front,Polishing error,1,1,1.0
83210,Sindelfingen,S9845,Grinded,Glove compartment inner,Paint drops,1,13,1.0
83211,Ingolstadt,A0021,Cleaned,Drivers seat,Screw loose,0,3,40.0
83212,Ingolstadt,M3417,Grinded,Windscreen,Clip loose,0,10,1.0
83213,Sindelfingen,SP8471,Polished,Digital dashboard middle,Scratch,0,3,2.0
83214,Ingolstadt,S5123,Cleaned,Tailgate front,Paint drops,0,1,2.0
83215,Munich,S5123,Polished,Digital dashboard middle,Scratch,0,1,120.0
83216,Sindelfingen,A0003,Grinded,Nothing specified,Dent,0,11,1.0
83217,Sindelfingen,SP8471,Polished,Nothing specified,Scratch,0,12,30.0
83218,Sindelfingen,S5123,Cleaned,Drivers seat,Screw loose,0,1,8.0
83219,Ingolstadt,A0021,Polished,Glove compartment inner,Polishing error,1,9,40.0
83220,Ingolstadt,M7120,Polished,Digital dashboard middle,Clip loose,0,1,1.0
83221,Ingolstadt,M8439,Checked OK,Drivers seat,Dent,0,11,2.0
83222,Ingolstadt,A0021,Polished,Windscreen,Cable missing,1,5,10.0
83223,Munich,A0003,Part replaced,Roof liner right,Scratch,0,11,1.0
83224,Munich,A0021,Polished,Trunk inner upper,Scratch,1,4,3.0
83225,Munich,S3513,Polished,Front door right,Paint drops,0,13,1.0
83226,Ingolstadt,SP8471,Grinded,Roof liner right,Dent,0,6,110.0
83227,Sindelfingen,S9845,Part replaced,Digital dashboard left,Screw loose,0,5,30.0
83228,Munich,S9842,Polished,Windscreen,Dirt,0,3,20.0
83229,Sindelfingen,S5123,Grinded,Drivers seat,Cable missing,1,7,1.0
83230,Sindelfingen,A0089,Polished,Digital dashboard middle,Elektriks defect,0,1,10.0
83231,Munich,S3513,Checked OK,Windscreen,Elektriks defect,1,2,30.0
83232,Ingolstadt,A0003,Cleaned,Digital dashboard middle,Dirt,0,10,1.0
83233,Ingolstadt,A0003,Part replaced,Windscreen,Elektriks defect,1,12,30.0
83234,Munich,S9845,Polished,Seat back left,Elektriks defect,0,2,90.0
83235,Munich,S5123,Dent repaired,Seat back left,Clip loose,0,13,1.0
83236,Sindelfingen,A0087,Polished,Glove compartment inner,Polishing error,0,7,90.0
83237,Munich,S3513,Polished,Roof liner right,Elektriks defect,1,3,3.0
83238,Munich,S3513,Cleaned,Digital dashboard middle,Screw loose,0,4,1.0
83239,Munich,S9845,Part replaced,Trunk inner upper,Cable missing,0,11,40.0
83240,Sindelfingen,A0021,Part replaced,Front door right,Label missing,1,2,1.0
83241,Munich,M4719,Part replaced,Windscreen,Paint drops,1,6,1.0
83242,Munich,S5123,Part replaced,Trunk inner upper,Clip loose,0,2,90.0
83243,Munich,M3417,Grinded,Seat back left,Scratch,1,14,1.0
83244,Ingolstadt,A0003,Checked OK,Nothing specified,Clip loose,0,9,1.0
83245,Munich,S9845,Part replaced,Nothing specified,Cable missing,0,5,1.0
83246,Munich,M3471,Polished,Roof liner right,Paint drops,1,12,90.0
83247,Munich,A0008,Checked OK,Windscreen,Dirt,0,13,60.0
83248,Ingolstadt,S5123,Polished,Glove compartment inner,Clip loose,0,5,90.0
83249,Munich,A0021,Polished,Front door right,Part missing,0,13,3.0
83250,Ingolstadt,S5123,Checked OK,Drivers seat,Paint drops,1,10,10.0
83251,Sindelfingen,M7519,Polished,Nothing specified,Part missing,0,6,30.0
83252,Ingolstadt,S9845,Polished,Drivers seat,Dirt,0,11,1.0
83253,Sindelfingen,A0021,Polished,Drivers seat,Clip loose,1,5,1.0
83254,Sindelfingen,SP8471,Polished,Nothing specified,Scratch,0,12,15.0
83255,Ingolstadt,S3513,Grinded,Digital dashboard left,Part sticks out,0,10,120.0
83256,Munich,A0008,Polished,Seat back left,Clip loose,0,9,2.0
83257,Ingolstadt,A0087,Checked OK,Digital dashboard left,Clip loose,1,7,255.0
83258,Sindelfingen,M7120,Part replaced,Trunk inner left,Screw loose,0,8,10.0
83259,Sindelfingen,A0087,Polished,Tailgate front,Cable missing,0,9,1.0
83260,Sindelfingen,S5123,Polished,Digital dashboard left,Cable missing,0,7,150.0
83261,Sindelfingen,SP8471,Part replaced,Digital dashboard left,Part missing,0,2,1.0
83262,Ingolstadt,S9842,Polished,Tailgate front,Clip loose,1,4,25.0
83263,Sindelfingen,S5123,Polished,Seat back left,Scratch,1,11,1.0
83264,Ingolstadt,A0089,Grinded,Drivers seat,Polishing error,0,1,30.0
83265,Ingolstadt,S5123,Polished,Seat back left,Label missing,1,6,1.0
83266,Ingolstadt,M7120,Grinded,Digital dashboard left,Dirt,0,4,90.0
83267,Munich,A0087,Part replaced,Windscreen,Scratch,0,9,1.0
83268,Sindelfingen,S3513,Part replaced,Drivers seat,Part sticks out,0,10,1.0
83269,Ingolstadt,A0087,Cleaned,Trunk inner left,Polishing error,0,12,5.0
83270,Ingolstadt,SP8471,Polished,Trunk inner upper,Polishing error,0,6,1.0
83271,Ingolstadt,A0008,Grinded,Trunk inner upper,Paint drops,0,2,5.0
83272,Sindelfingen,A0021,Dent repaired,Digital dashboard middle,Part missing,0,14,1.0
83273,Munich,SP8471,Checked OK,Front door right,Polishing error,0,11,75.0
83274,Munich,A0089,Polished,Tailgate front,Cable missing,0,1,1.0
83275,Munich,S5123,Cleaned,Trunk inner upper,Clip loose,1,2,35.0
83276,Ingolstadt,A0021,Polished,Windscreen,Elektriks defect,0,10,10.0
83277,Sindelfingen,S3513,Part replaced,Seat back left,Clip loose,1,7,15.0
83278,Sindelfingen,S5123,Polished,Nothing specified,Paint drops,0,5,5.0
83279,Sindelfingen,S5123,Grinded,Trunk inner upper,Part missing,0,2,1.0
83280,Ingolstadt,M8439,Dent repaired,Digital dashboard middle,Part missing,0,1,2.0
83281,Munich,A0008,Grinded,Glove compartment inner,Scratch,0,3,1.0
83282,Ingolstadt,S5123,Cleaned,Tailgate front,Paint drops,1,3,1.0
83283,Sindelfingen,S9842,Polished,Front door right,Scratch,0,7,1.0
83284,Munich,M8439,Dent repaired,Front door right,Paint drops,0,5,10.0
83285,Munich,SP8471,Polished,Nothing specified,Clip loose,0,11,5.0
83286,Munich,A0087,Checked OK,Front door right,Polishing error,0,14,35.0
83287,Sindelfingen,M9348,Polished,Windscreen,Paint drops,0,8,40.0
83288,Munich,A0021,Polished,Glove compartment inner,Part missing,0,7,1.0
83289,Sindelfingen,S3513,Polished,Drivers seat,Paint drops,1,13,45.0
83290,Munich,S9842,Part replaced,Trunk inner left,Part missing,0,13,1.0
83291,Munich,S9842,Part replaced,Roof liner right,Dirt,0,8,30.0
83292,Munich,SP8471,Part replaced,Glove compartment inner,Cable missing,0,2,1.0
83293,Sindelfingen,S9842,Grinded,Digital dashboard middle,Part missing,0,14,1.0
83294,Sindelfingen,A0087,Polished,Digital dashboard left,Cable missing,0,8,30.0
83295,Sindelfingen,S9842,Polished,Windscreen,Cable missing,0,2,120.0
83296,Ingolstadt,A0100,Polished,Roof liner right,Part missing,1,1,30.0
83297,Sindelfingen,A0021,Polished,Nothing specified,Part missing,0,7,30.0
83298,Sindelfingen,A0100,Polished,Nothing specified,Clip loose,1,3,20.0
83299,Munich,S4213,Grinded,Glove compartment inner,Cable missing,0,5,10.0
83300,Munich,S5123,Dent repaired,Tailgate front,Polishing error,0,3,5.0
83301,Munich,A0003,Part replaced,Seat back left,Scratch,0,10,75.0
83302,Ingolstadt,A0003,Polished,Drivers seat,Scratch,1,5,75.0
83303,Sindelfingen,A0087,Checked OK,Front door right,Part missing,1,1,1.0
83304,Munich,S5123,Checked OK,Roof liner right,Scratch,0,14,1.0
83305,Munich,M7120,Polished,Roof liner right,Scratch,0,1,30.0
83306,Ingolstadt,A0021,Polished,Glove compartment inner,Part missing,0,11,1.0
83307,Ingolstadt,S9845,Checked OK,Digital dashboard left,Part sticks out,0,11,1.0
83308,Ingolstadt,A0087,Cleaned,Front door right,Label missing,0,1,75.0
83309,Sindelfingen,A0100,Polished,Nothing specified,Dent,1,3,30.0
83310,Munich,S3513,Checked OK,Front door right,Clip loose,0,3,1.0
83311,Ingolstadt,A0021,Cleaned,Digital dashboard middle,Dent,0,8,1.0
83312,Sindelfingen,S4213,Polished,Windscreen,Paint drops,0,2,30.0
83313,Munich,A0087,Cleaned,Seat back left,Clip loose,0,14,90.0
83314,Ingolstadt,SP8471,Polished,Windscreen,Polishing error,1,5,30.0
83315,Munich,SP8471,Polished,Nothing specified,Clip loose,0,4,1.0
83316,Ingolstadt,A0089,Cleaned,Seat back left,Dirt,0,3,15.0
83317,Munich,M7519,Polished,Tailgate front,Scratch,0,14,1.0
83318,Sindelfingen,SP8471,Polished,Windscreen,Dent,0,14,5.0
83319,Ingolstadt,A0089,Dent repaired,Trunk inner upper,Scratch,0,2,60.0
83320,Sindelfingen,A0100,Part replaced,Digital dashboard left,Scratch,0,4,1.0
83321,Munich,M4719,Dent repaired,Nothing specified,Clip loose,0,12,60.0
83322,Ingolstadt,A0087,Part replaced,Drivers seat,Scratch,0,13,30.0
83323,Sindelfingen,A0089,Cleaned,Trunk inner upper,Scratch,0,10,1.0
83324,Munich,S4213,Polished,Tailgate front,Scratch,0,7,1.0
83325,Sindelfingen,S3513,Polished,Windscreen,Dent,0,6,120.0
83326,Sindelfingen,S4213,Cleaned,Trunk inner upper,Cable missing,0,5,20.0
83327,Munich,A0087,Cleaned,Windscreen,Elektriks defect,0,8,30.0
83328,Ingolstadt,A0089,Polished,Drivers seat,Cable missing,0,3,195.0
83329,Sindelfingen,S3513,Checked OK,Trunk inner left,Polishing error,0,6,8.0
83330,Munich,A0100,Polished,Seat back left,Cable missing,1,7,1.0
83331,Munich,A0100,Polished,Windscreen,Cable missing,1,2,1.0
83332,Ingolstadt,A0089,Checked OK,Digital dashboard middle,Part sticks out,0,7,1.0
83333,Munich,S3513,Part replaced,Digital dashboard left,Dirt,0,5,2.0
83334,Ingolstadt,A0003,Polished,Trunk inner upper,Scratch,0,3,1.0
83335,Ingolstadt,S9845,Cleaned,Trunk inner left,Scratch,0,4,10.0
83336,Sindelfingen,S3513,Part replaced,Windscreen,Cable missing,0,9,5.0
83337,Sindelfingen,A0089,Polished,Seat back left,Polishing error,0,12,30.0
83338,Sindelfingen,A0003,Grinded,Windscreen,Dirt,0,1,20.0
83339,Munich,A0100,Checked OK,Nothing specified,Clip loose,0,13,1.0
83340,Munich,A0100,Polished,Windscreen,Scratch,0,8,1.0
83341,Ingolstadt,M8439,Polished,Seat back left,Cable missing,0,5,15.0
83342,Ingolstadt,S3513,Polished,Digital dashboard middle,Label missing,0,9,60.0
83343,Sindelfingen,S9842,Grinded,Digital dashboard left,Polishing error,1,11,1.0
83344,Ingolstadt,SP8471,Polished,Digital dashboard left,Part missing,1,3,10.0
83345,Sindelfingen,S3513,Part replaced,Windscreen,Elektriks defect,0,14,5.0
83346,Munich,S3513,Part replaced,Front door right,Screw loose,0,9,1.0
83347,Munich,S9845,Polished,Seat back left,Scratch,1,3,1.0
83348,Sindelfingen,S9842,Polished,Seat back left,Paint drops,0,2,30.0
83349,Munich,A0008,Polished,Digital dashboard left,Dent,1,11,120.0
83350,Ingolstadt,M8439,Cleaned,Drivers seat,Scratch,0,6,160.0
83351,Sindelfingen,A0089,Grinded,Seat back left,Part missing,0,4,90.0
83352,Ingolstadt,S3513,Polished,Windscreen,Scratch,0,14,1.0
83353,Ingolstadt,A0100,Part replaced,Drivers seat,Paint drops,0,5,1.0
83354,Sindelfingen,S4213,Polished,Nothing specified,Scratch,0,12,5.0
83355,Ingolstadt,M9348,Part replaced,Roof liner right,Paint drops,1,8,1.0
83356,Munich,S9845,Polished,Nothing specified,Paint drops,0,12,30.0
83357,Munich,S9845,Dent repaired,Drivers seat,Scratch,0,12,90.0
83358,Sindelfingen,S4213,Polished,Tailgate front,Dirt,1,8,30.0
83359,Sindelfingen,S9845,Cleaned,Tailgate front,Clip loose,0,14,1.0
83360,Ingolstadt,S5123,Part replaced,Tailgate front,Paint drops,1,13,1.0
83361,Ingolstadt,A0087,Polished,Roof liner right,Polishing error,0,1,30.0
83362,Ingolstadt,S9842,Polished,Nothing specified,Polishing error,1,11,1.0
83363,Munich,A0003,Polished,Roof liner right,Polishing error,0,13,3.0
83364,Munich,M7519,Polished,Tailgate front,Scratch,0,1,1.0
83365,Ingolstadt,SP8471,Polished,Roof liner right,Cable missing,1,9,1.0
83366,Sindelfingen,S4213,Dent repaired,Nothing specified,Clip loose,0,6,5.0
83367,Ingolstadt,S5123,Polished,Trunk inner left,Scratch,0,14,1.0
83368,Sindelfingen,A0021,Polished,Trunk inner upper,Part missing,0,1,30.0
83369,Ingolstadt,S9845,Dent repaired,Nothing specified,Polishing error,1,6,1.0
83370,Munich,A0100,Part replaced,Front door right,Polishing error,0,3,1.0
83371,Ingolstadt,S3513,Part replaced,Digital dashboard left,Part missing,0,2,1.0
83372,Ingolstadt,A0089,Polished,Tailgate front,Part missing,1,13,1.0
83373,Munich,M9348,Checked OK,Seat back left,Screw loose,0,8,2.0
83374,Sindelfingen,S4213,Checked OK,Digital dashboard middle,Elektriks defect,0,2,1.0
83375,Sindelfingen,M3417,Grinded,Drivers seat,Screw loose,0,9,30.0
83376,Munich,S4213,Polished,Trunk inner left,Paint drops,0,13,20.0
83377,Sindelfingen,S5123,Part replaced,Front door right,Elektriks defect,0,13,10.0
83378,Sindelfingen,M9348,Checked OK,Seat back left,Polishing error,0,3,1.0
83379,Munich,A0008,Part replaced,Seat back left,Cable missing,0,6,30.0
83380,Ingolstadt,A0100,Checked OK,Windscreen,Paint drops,0,3,10.0
83381,Munich,S5123,Checked OK,Trunk inner upper,Clip loose,0,13,5.0
83382,Sindelfingen,S9845,Checked OK,Front door right,Scratch,0,5,1.0
83383,Ingolstadt,A0021,Checked OK,Glove compartment inner,Polishing error,1,12,90.0
83384,Munich,A0021,Dent repaired,Trunk inner left,Cable missing,0,6,1.0
83385,Ingolstadt,A0100,Part replaced,Glove compartment inner,Part missing,0,4,8.0
83386,Sindelfingen,S3513,Polished,Tailgate front,Paint drops,1,5,30.0
83387,Sindelfingen,S9845,Polished,Seat back left,Elektriks defect,0,12,10.0
83388,Ingolstadt,M3417,Polished,Trunk inner upper,Part sticks out,0,10,30.0
83389,Munich,SP8471,Cleaned,Glove compartment inner,Paint drops,0,8,1.0
83390,Munich,S9845,Polished,Glove compartment inner,Scratch,0,5,1.0
83391,Ingolstadt,A0089,Part replaced,Digital dashboard middle,Dirt,1,3,40.0
83392,Ingolstadt,A0100,Grinded,Roof liner right,Clip loose,1,7,90.0
83393,Ingolstadt,S4213,Dent repaired,Trunk inner left,Clip loose,1,7,1.0
83394,Ingolstadt,A0100,Cleaned,Drivers seat,Clip loose,0,6,1.0
83395,Ingolstadt,S3513,Polished,Digital dashboard left,Paint drops,0,5,1.0
83396,Munich,A0087,Part replaced,Seat back left,Paint drops,0,6,30.0
83397,Sindelfingen,S5123,Cleaned,Glove compartment inner,Cable missing,0,2,1.0
83398,Sindelfingen,SP8471,Checked OK,Tailgate front,Scratch,1,7,1.0
83399,Ingolstadt,A0003,Polished,Front door right,Dent,0,10,255.0
83400,Munich,A0003,Cleaned,Seat back left,Clip loose,1,12,10.0
83401,Sindelfingen,M3471,Cleaned,Digital dashboard left,Clip loose,0,3,5.0
83402,Munich,S3513,Polished,Windscreen,Paint drops,0,1,30.0
83403,Munich,M4719,Grinded,Trunk inner upper,Scratch,0,5,120.0
83404,Sindelfingen,S5123,Part replaced,Drivers seat,Scratch,0,12,2.0
83405,Munich,S3513,Grinded,Glove compartment inner,Paint drops,0,6,1.0
83406,Ingolstadt,S4213,Polished,Glove compartment inner,Paint drops,0,1,1.0
83407,Sindelfingen,A0003,Dent repaired,Glove compartment inner,Cable missing,0,11,90.0
83408,Ingolstadt,A0003,Part replaced,Glove compartment inner,Cable missing,0,11,75.0
83409,Munich,A0089,Polished,Drivers seat,Scratch,0,12,5.0
83410,Munich,A0100,Polished,Glove compartment inner,Dirt,1,1,1.0
83411,Ingolstadt,S3513,Grinded,Digital dashboard middle,Scratch,1,1,45.0
83412,Munich,S3513,Cleaned,Trunk inner upper,Label missing,0,10,5.0
83413,Munich,A0089,Checked OK,Drivers seat,Scratch,0,8,120.0
83414,Ingolstadt,S9842,Polished,Tailgate front,Polishing error,0,11,1.0
83415,Ingolstadt,S4213,Part replaced,Drivers seat,Part missing,0,6,30.0
83416,Ingolstadt,M9348,Polished,Nothing specified,Clip loose,0,10,1.0
83417,Sindelfingen,S9845,Checked OK,Digital dashboard middle,Polishing error,1,12,1.0
83418,Ingolstadt,A0021,Checked OK,Nothing specified,Label missing,0,8,5.0
83419,Sindelfingen,A0100,Polished,Front door right,Screw loose,0,3,1.0
83420,Ingolstadt,A0087,Polished,Seat back left,Scratch,0,13,1.0
83421,Sindelfingen,A0089,Polished,Glove compartment inner,Dent,0,7,75.0
83422,Sindelfingen,A0021,Polished,Digital dashboard middle,Scratch,1,12,30.0
83423,Sindelfingen,A0021,Polished,Digital dashboard middle,Clip loose,0,7,15.0
83424,Ingolstadt,S4213,Checked OK,Nothing specified,Polishing error,0,13,120.0
83425,Sindelfingen,M7120,Dent repaired,Glove compartment inner,Part missing,0,1,1.0
83426,Ingolstadt,A0100,Polished,Digital dashboard middle,Scratch,0,2,90.0
83427,Munich,A0021,Part replaced,Drivers seat,Elektriks defect,0,10,30.0
83428,Sindelfingen,A0021,Polished,Seat back left,Screw loose,1,5,1.0
83429,Ingolstadt,M4719,Grinded,Front door right,Clip loose,0,14,15.0
83430,Sindelfingen,A0021,Polished,Tailgate front,Scratch,0,9,30.0
83431,Ingolstadt,A0087,Checked OK,Trunk inner left,Scratch,1,2,10.0
83432,Sindelfingen,S9845,Polished,Trunk inner upper,Clip loose,0,1,40.0
83433,Ingolstadt,A0087,Polished,Tailgate front,Part missing,1,4,5.0
83434,Sindelfingen,A0008,Polished,Drivers seat,Scratch,0,4,1.0
83435,Ingolstadt,A0089,Polished,Windscreen,Elektriks defect,1,9,20.0
83436,Ingolstadt,S5123,Checked OK,Tailgate front,Label missing,0,3,120.0
83437,Sindelfingen,A0100,Part replaced,Glove compartment inner,Polishing error,0,2,1.0
83438,Sindelfingen,M7120,Part replaced,Glove compartment inner,Screw loose,1,14,15.0
83439,Sindelfingen,S3513,Part replaced,Digital dashboard left,Part missing,0,9,5.0
83440,Munich,A0087,Part replaced,Digital dashboard middle,Polishing error,0,11,10.0
83441,Ingolstadt,A0100,Part replaced,Windscreen,Clip loose,0,11,1.0
83442,Sindelfingen,A0021,Part replaced,Glove compartment inner,Clip loose,0,7,1.0
83443,Sindelfingen,M9348,Part replaced,Digital dashboard middle,Clip loose,1,8,30.0
83444,Munich,S3513,Part replaced,Drivers seat,Screw loose,0,14,1.0
83445,Ingolstadt,S5123,Cleaned,Tailgate front,Scratch,0,5,5.0
83446,Ingolstadt,A0087,Part replaced,Front door right,Part sticks out,1,9,90.0
83447,Ingolstadt,SP8471,Part replaced,Front door right,Part missing,0,8,5.0
83448,Ingolstadt,S3513,Cleaned,Roof liner right,Scratch,0,14,5.0
83449,Sindelfingen,M4719,Polished,Roof liner right,Dent,0,13,30.0
83450,Ingolstadt,S9842,Polished,Roof liner right,Elektriks defect,1,8,1.0
83451,Sindelfingen,SP8471,Polished,Digital dashboard middle,Clip loose,1,2,15.0
83452,Munich,A0087,Polished,Trunk inner left,Paint drops,0,9,1.0
83453,Sindelfingen,SP8471,Cleaned,Seat back left,Part missing,0,2,1.0
83454,Munich,S9845,Part replaced,Roof liner right,Paint drops,0,7,1.0
83455,Sindelfingen,A0100,Polished,Front door right,Polishing error,1,4,75.0
83456,Sindelfingen,S5123,Part replaced,Front door right,Cable missing,1,4,15.0
83457,Munich,S9842,Polished,Digital dashboard left,Dirt,1,8,30.0
83458,Ingolstadt,M9348,Polished,Windscreen,Scratch,0,4,5.0
83459,Ingolstadt,S5123,Grinded,Front door right,Label missing,0,13,30.0
83460,Sindelfingen,S5123,Polished,Front door right,Part sticks out,0,9,20.0
83461,Sindelfingen,A0100,Cleaned,Digital dashboard left,Scratch,0,13,5.0
83462,Munich,M7519,Part replaced,Digital dashboard left,Screw loose,0,14,1.0
83463,Sindelfingen,A0003,Checked OK,Roof liner right,Screw loose,1,12,30.0
83464,Munich,S9845,Polished,Nothing specified,Paint drops,0,3,1.0
83465,Ingolstadt,A0087,Polished,Roof liner right,Screw loose,0,8,90.0
83466,Sindelfingen,S5123,Checked OK,Drivers seat,Paint drops,1,8,30.0
83467,Munich,S4213,Polished,Front door right,Screw loose,0,6,10.0
83468,Ingolstadt,S9845,Checked OK,Windscreen,Clip loose,0,8,1.0
83469,Sindelfingen,S5123,Polished,Nothing specified,Clip loose,0,5,90.0
83470,Sindelfingen,A0089,Polished,Drivers seat,Screw loose,0,14,120.0
83471,Munich,A0100,Polished,Drivers seat,Dent,0,6,1.0
83472,Ingolstadt,S4213,Polished,Seat back left,Polishing error,1,4,1.0
83473,Munich,A0008,Polished,Nothing specified,Polishing error,0,6,40.0
83474,Munich,M7120,Polished,Roof liner right,Cable missing,0,13,5.0
83475,Munich,A0100,Polished,Drivers seat,Clip loose,0,11,5.0
83476,Munich,A0003,Checked OK,Digital dashboard left,Part missing,1,9,10.0
83477,Ingolstadt,A0089,Polished,Seat back left,Cable missing,0,1,90.0
83478,Ingolstadt,SP8471,Grinded,Trunk inner upper,Paint drops,1,13,30.0
83479,Sindelfingen,M8439,Polished,Tailgate front,Screw loose,0,14,10.0
83480,Munich,A0089,Checked OK,Windscreen,Dent,0,7,0.08
83481,Munich,S5123,Polished,Seat back left,Paint drops,0,9,1.0
83482,Munich,S3513,Polished,Glove compartment inner,Scratch,0,14,2.0
83483,Sindelfingen,SP8471,Polished,Seat back left,Scratch,0,9,45.0
83484,Ingolstadt,S3513,Grinded,Digital dashboard middle,Scratch,0,12,10.0
83485,Munich,A0100,Dent repaired,Seat back left,Dent,0,8,1.0
83486,Sindelfingen,M3417,Cleaned,Trunk inner upper,Scratch,1,6,20.0
83487,Sindelfingen,S3513,Checked OK,Digital dashboard middle,Scratch,0,7,5.0
83488,Sindelfingen,S4213,Grinded,Drivers seat,Cable missing,0,9,10.0
83489,Ingolstadt,S9845,Dent repaired,Nothing specified,Polishing error,0,6,20.0
83490,Sindelfingen,SP8471,Grinded,Digital dashboard left,Clip loose,0,3,30.0
83491,Ingolstadt,M4719,Cleaned,Tailgate front,Part missing,0,10,1.0
83492,Munich,SP8471,Checked OK,Trunk inner upper,Part missing,0,3,30.0
83493,Sindelfingen,A0021,Polished,Digital dashboard left,Cable missing,0,11,30.0
83494,Ingolstadt,A0089,Polished,Seat back left,Part missing,0,8,1.0
83495,Munich,M7120,Polished,Digital dashboard middle,Elektriks defect,1,1,30.0
83496,Ingolstadt,S9845,Part replaced,Roof liner right,Label missing,0,10,2.0
83497,Ingolstadt,S4213,Grinded,Front door right,Scratch,1,13,1.0
83498,Munich,A0087,Polished,Front door right,Part missing,0,3,1.0
83499,Ingolstadt,S5123,Part replaced,Drivers seat,Cable missing,0,5,8.0
83500,Sindelfingen,S9842,Grinded,Drivers seat,Screw loose,0,9,1.0
83501,Ingolstadt,SP8471,Polished,Drivers seat,Dent,0,9,1.0
83502,Sindelfingen,S3513,Part replaced,Trunk inner upper,Part missing,0,13,1.0
83503,Munich,S3513,Polished,Nothing specified,Scratch,0,9,90.0
83504,Ingolstadt,SP8471,Part replaced,Digital dashboard middle,Part missing,0,2,1.0
83505,Ingolstadt,A0003,Polished,Windscreen,Polishing error,0,8,30.0
83506,Ingolstadt,M3417,Grinded,Nothing specified,Screw loose,0,2,1.0
